,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1054,38,services,married,basic.9y,0,0,1,1,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,0
1055,48,technician,married,professional.course,0,0,0,0,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,0
1059,38,admin.,married,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1061,27,admin.,married,high.school,0,1,1,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1062,28,services,married,high.school,0,1,0,0,nov,wed,3,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,0
1063,29,blue-collar,single,basic.9y,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1064,47,services,divorced,basic.4y,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1067,40,admin.,divorced,university.degree,0,1,1,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
1068,38,admin.,married,high.school,0,1,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
1069,42,blue-collar,married,basic.4y,0,0,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1070,30,unemployed,single,university.degree,0,1,1,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1072,33,admin.,single,high.school,0,0,1,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
1073,47,management,married,university.degree,0,0,0,0,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1074,33,admin.,married,university.degree,0,1,0,0,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1
1075,30,services,single,basic.9y,0,1,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1076,54,admin.,married,high.school,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
1077,47,admin.,married,basic.9y,0,0,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1078,32,technician,single,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1079,32,blue-collar,married,basic.9y,0,1,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1080,38,self-employed,married,basic.9y,0,1,0,1,may,wed,1,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
1081,38,technician,single,high.school,0,0,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1083,53,blue-collar,married,high.school,0,1,0,0,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1084,26,unemployed,single,basic.9y,0,1,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1086,38,admin.,single,university.degree,0,0,0,0,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,0
1088,39,self-employed,divorced,high.school,0,0,0,0,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1
1089,48,admin.,divorced,high.school,0,0,0,1,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1090,32,blue-collar,married,basic.6y,0,1,0,1,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1091,35,blue-collar,married,basic.6y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1093,35,admin.,single,university.degree,0,1,0,0,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1095,28,admin.,single,university.degree,0,0,1,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1096,52,management,married,high.school,0,1,1,0,aug,tue,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,1
1097,35,blue-collar,married,basic.9y,0,0,0,1,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
1098,27,admin.,single,university.degree,0,0,0,0,may,tue,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0
1099,34,technician,married,high.school,0,0,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1100,36,blue-collar,married,basic.4y,0,0,1,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1102,32,admin.,married,university.degree,0,1,1,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1104,55,admin.,married,basic.9y,0,1,1,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1105,50,technician,married,high.school,0,1,0,0,dec,mon,1,999,1,failure,-3,92.713,-33,0.717,5023.5,1
1106,37,admin.,single,university.degree,0,0,0,0,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1109,32,entrepreneur,married,university.degree,0,0,0,0,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111,35,technician,single,professional.course,0,1,0,0,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1113,47,blue-collar,married,professional.course,0,1,0,0,apr,tue,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0
1114,29,blue-collar,single,basic.9y,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1115,37,entrepreneur,single,basic.9y,0,1,0,0,may,tue,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,0
1116,32,technician,single,high.school,0,0,0,1,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1117,46,services,married,high.school,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1118,36,services,married,high.school,0,0,1,1,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
1119,35,admin.,married,university.degree,0,0,0,0,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
1120,31,self-employed,married,university.degree,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1121,29,admin.,single,university.degree,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
1124,29,technician,single,basic.9y,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1125,31,management,single,university.degree,0,1,0,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1126,34,blue-collar,married,basic.4y,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1127,29,technician,single,professional.course,0,1,1,0,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1128,46,admin.,single,university.degree,0,1,1,0,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1129,29,blue-collar,divorced,high.school,0,0,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
1130,54,blue-collar,single,basic.4y,0,0,0,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1131,26,management,single,university.degree,0,1,0,0,nov,mon,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,0
1132,27,admin.,married,professional.course,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1134,32,technician,single,university.degree,0,1,0,0,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1135,35,services,married,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1137,59,retired,married,basic.9y,0,0,0,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1138,29,blue-collar,married,basic.9y,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1139,37,admin.,married,high.school,0,0,1,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1141,55,admin.,married,professional.course,0,1,1,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1143,36,admin.,single,high.school,0,0,0,0,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1144,59,admin.,married,high.school,0,0,0,1,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
1145,34,blue-collar,single,basic.9y,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1146,30,self-employed,married,professional.course,0,0,0,0,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
1147,29,admin.,married,high.school,0,0,0,0,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1148,34,blue-collar,single,basic.9y,0,0,0,0,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1150,41,entrepreneur,married,basic.4y,0,1,0,1,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
1151,30,admin.,single,university.degree,0,1,0,0,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
1155,59,retired,married,basic.4y,0,1,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1156,29,services,married,basic.9y,0,1,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1157,36,admin.,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1160,39,entrepreneur,married,professional.course,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1161,48,services,married,basic.6y,0,0,0,0,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1162,56,admin.,married,university.degree,0,1,0,0,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1167,32,admin.,married,university.degree,0,1,1,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1168,28,blue-collar,single,basic.9y,0,0,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
1169,26,blue-collar,married,professional.course,0,1,0,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1173,29,blue-collar,single,basic.4y,0,1,0,0,may,fri,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
1174,56,management,married,university.degree,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1175,36,blue-collar,single,basic.9y,0,1,1,1,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,1
1179,41,services,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1182,38,admin.,single,university.degree,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1183,34,management,single,high.school,0,1,1,0,nov,wed,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,0
1184,34,blue-collar,married,basic.9y,0,0,0,0,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1186,31,self-employed,married,university.degree,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1187,43,technician,married,professional.course,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1190,56,unemployed,married,professional.course,0,0,0,0,sep,fri,1,999,2,failure,-3.4,92.379,-29.8,0.762,5017.5,0
1193,42,blue-collar,married,basic.9y,0,0,0,1,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1194,29,admin.,married,university.degree,0,1,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1197,31,entrepreneur,divorced,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1198,34,management,married,high.school,0,1,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1199,33,blue-collar,married,basic.4y,0,1,0,1,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1200,23,housemaid,single,basic.4y,0,0,1,0,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1202,55,management,married,university.degree,0,0,0,0,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1203,47,services,divorced,basic.4y,0,1,0,1,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1207,49,entrepreneur,married,university.degree,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
1209,47,admin.,divorced,high.school,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1210,30,blue-collar,single,basic.9y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1211,27,blue-collar,single,basic.9y,0,0,1,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
1212,36,admin.,single,high.school,0,0,0,0,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1213,46,services,divorced,high.school,0,0,0,0,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1214,30,entrepreneur,divorced,basic.6y,0,0,1,0,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
1215,88,retired,divorced,basic.4y,0,1,1,0,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
1217,30,admin.,married,university.degree,0,1,1,0,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
1218,43,technician,single,basic.9y,0,1,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
1222,30,technician,single,university.degree,0,1,1,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1226,49,unemployed,married,high.school,0,1,0,1,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1227,30,admin.,married,university.degree,0,1,0,0,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
1228,39,admin.,married,university.degree,0,0,0,1,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1229,32,technician,single,university.degree,0,1,0,1,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1232,49,technician,married,professional.course,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1234,39,technician,married,high.school,0,1,0,0,may,tue,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,0
1236,51,services,married,basic.9y,0,1,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1238,59,technician,divorced,basic.9y,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1239,46,admin.,divorced,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1241,28,management,single,university.degree,0,0,0,1,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
1242,31,admin.,married,university.degree,0,1,0,1,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1243,26,services,single,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1245,50,entrepreneur,married,university.degree,0,1,0,0,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1246,41,unemployed,married,basic.9y,0,1,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
1247,50,self-employed,married,professional.course,0,0,0,0,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1248,32,blue-collar,single,high.school,0,0,1,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1249,56,self-employed,married,university.degree,0,0,0,0,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1250,42,admin.,married,high.school,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1252,36,admin.,single,university.degree,0,0,0,1,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1253,45,blue-collar,married,basic.6y,0,1,0,1,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
1255,55,technician,married,university.degree,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1256,38,self-employed,single,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
1257,71,retired,married,basic.4y,0,1,1,0,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0
1258,22,services,single,basic.4y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
1259,30,admin.,single,university.degree,0,0,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,1
1260,78,retired,married,high.school,0,1,0,0,may,mon,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,0
1261,30,admin.,divorced,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1262,51,blue-collar,married,basic.6y,0,1,0,0,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
1265,34,services,married,high.school,0,0,0,1,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1266,49,management,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1267,50,blue-collar,divorced,basic.4y,0,0,0,0,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1268,51,entrepreneur,married,university.degree,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1269,57,retired,married,university.degree,0,1,0,0,aug,wed,1,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2,0
1270,33,admin.,divorced,university.degree,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1271,35,admin.,married,university.degree,0,0,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1272,37,admin.,single,high.school,0,0,0,0,jul,thu,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,1
1273,39,admin.,single,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1274,39,services,married,high.school,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1275,20,student,single,high.school,0,0,0,0,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0
1277,27,student,single,professional.course,0,0,0,1,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,0
1278,33,admin.,married,high.school,0,0,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1280,39,management,married,university.degree,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1281,55,blue-collar,married,basic.9y,0,1,1,0,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1284,42,self-employed,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1285,50,self-employed,divorced,university.degree,0,0,0,0,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1286,39,management,married,university.degree,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1287,40,services,single,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1290,54,technician,married,high.school,0,0,0,0,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1292,33,technician,divorced,professional.course,0,1,1,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
1293,26,admin.,single,basic.4y,0,1,1,1,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1294,27,management,married,university.degree,0,0,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
1295,30,technician,single,high.school,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1299,29,management,single,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1301,35,services,single,basic.9y,0,0,0,0,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1303,38,admin.,married,university.degree,0,1,0,0,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1304,29,blue-collar,married,basic.6y,0,0,1,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
1305,32,admin.,married,high.school,0,1,1,1,apr,mon,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1307,36,blue-collar,married,high.school,0,1,0,0,dec,thu,1,999,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,0
1308,51,management,married,university.degree,0,0,0,1,jun,wed,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
1309,34,blue-collar,married,basic.4y,0,0,1,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1310,50,technician,married,university.degree,0,1,1,0,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,0
1312,53,management,married,university.degree,0,0,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1313,52,blue-collar,married,high.school,0,0,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1314,71,retired,married,high.school,0,0,0,0,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
1315,52,retired,married,university.degree,0,1,1,1,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1316,53,technician,married,professional.course,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1317,36,admin.,single,university.degree,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1318,43,admin.,married,high.school,0,1,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
1319,31,technician,single,professional.course,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1320,58,admin.,single,university.degree,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
1321,46,technician,married,university.degree,0,0,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1323,34,admin.,married,university.degree,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1325,40,self-employed,single,university.degree,0,0,1,0,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,0
1326,42,blue-collar,divorced,high.school,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1327,40,technician,single,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1328,27,unemployed,married,high.school,0,1,0,1,jun,fri,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1331,46,admin.,divorced,university.degree,0,1,1,0,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1332,47,admin.,married,university.degree,0,1,1,0,jul,wed,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,0
1334,32,entrepreneur,married,high.school,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1336,58,services,married,high.school,0,0,0,0,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1337,30,admin.,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1340,32,admin.,married,university.degree,0,1,0,0,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1341,32,services,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1342,29,management,single,university.degree,0,1,1,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1343,43,management,divorced,high.school,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1344,41,services,divorced,basic.9y,0,1,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1345,30,admin.,married,university.degree,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
1347,35,admin.,single,high.school,0,1,0,0,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1348,44,blue-collar,married,basic.6y,0,1,0,1,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,0
1351,32,unemployed,married,professional.course,0,1,0,1,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,1
1352,26,student,single,high.school,0,0,0,0,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,0
1353,35,admin.,single,university.degree,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1354,34,blue-collar,married,basic.9y,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
1355,57,management,divorced,university.degree,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1357,33,admin.,single,high.school,0,1,0,0,oct,mon,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,0
1358,32,admin.,married,high.school,0,0,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1360,34,blue-collar,single,basic.6y,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1361,36,admin.,single,high.school,0,1,0,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
